age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
59, Private,28,39, High school graduate,1659, Not in universe, Married-civilian spouse present,  conStruction, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Unemployed full-time,4,0,5, Joint both under 65, Not in universe,Minnesota, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Yes,1,49,95,0
26, Private,33,19, High school graduate,0, Not in universe, Married-civilian spouse present,  retAil trAde, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,3, Single, Not in universe,Iowa, Householder, Householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,94,0
42, Private,38,37, 7th and 8th grade,0, Not in universe, Divorced,  persoNal sErvices excePt prIvate Hh, Handlers equip cleaners etc , White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Single, Not in universe,Connecticut, Child <18 never marr not in subfamily, Householder, Yes,1, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,26,94,0
48, Self-employed-not incorporated,37,17, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present,  busIness aNd repAir servicEs, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,9,0,1654, Joint both under 65, Not in universe,Nebraska, Householder, Householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
59, Not in universe,0,0, 5th or 6th grade,0, Not in universe, Widowed,  nOt In uniVerse Or childrEn, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Not in labor force,6,0,3, Nonfiler, Not in universe,California, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, ?, ?, ?, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,95,0
41, Private,19,35, Bachelors degree(BA AB BS),0, Not in universe, Never married,  manufActuring-nondurable goOds, Executive admin and managerial, Asian or Pacific Islander, All other, Female, No, Not in universe, Children or Armed Forces,0,0,3, Nonfiler, Not in universe,Arkansas, Grandchild 18+ ever marr RP of subfamily, Nonrelative of householder, Yes,1, Not in universe, Columbia,Panama, Panama, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,0
31, Private,42,36, High school graduate,0, Not in universe, Married-civilian spouse present,  educatIon, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,7, Joint both under 65, Not in universe,Louisiana, Householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,48,95,1
21,Private,42,8,Associates degree-academic program,0,Not in universe,Divorced,  hoSpital sErvices,Professional specialty,White,All other,Male,No,Not in universe,Children or Armed Forces,0,0,3,Single,Not in universe,Vermont,Nonfamily householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
27,Private,3,38,12th grade no diploma,0,High school,Never married, manufacturing-durAble goOds,Handlers equip cleaners etc,White,All other,Male,Not in universe, Job loser - on layoff,Children or Armed Forces,4,0,7,Single,Not in universe,Montana,Child 18+ never marr Not in a subfamily,Child 18 or older,No,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,38,94,0
53,Private,33,17,High school graduate,0,Not in universe,Never married, retAil traDe,Sales,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Joint one under 65 & one 65+,Not in universe,New York,Secondary individual,Spouse of householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
4,Not in universe,0,0,Children,1,Not in universe,Never married, nOt In uNiverse Or chilDren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,6,Nonfiler,Not in universe,Wisconsin,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
15, Not in universe,0,0, 11th grade,0, High school, Never married,  nOt In uniVerse Or childRen, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,3, Nonfiler, Not in universe,Montana, Child <18 never marr not in subfamily, Child 18 or older, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,19,94,0
23, Private,43,35, High school graduate,0, High school, Never married,  pRivate hoUsehold servIces, Other service, White, All other, Female, No, New entrant, Full-time schedules,3,0,6, Single, Not in universe,Nevada, Nonfamily householder, Child 18 or older, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,40,95,0
60, Private,29,37, High school graduate,0, Not in universe, Married-civilian spouse present,  transportaTion, Transportation and material moving, White, All other, Male, Not in universe, Other job loser, Unemployed full-time,2,0,2, Joint both under 65, Not in universe,New Hampshire, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,1,52,95,0
29,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present, nOt In unIverse Or chilDren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,3,Joint both under 65,Not in universe,Oklahoma,Spouse of householder,Spouse of householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Yes,2,0,95,1
17,Private,23,8,Bachelors degree(BA AB BS),0,Not in universe,Never married, manufacturing-nondurabLe gOods,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,8,Single,Not in universe,Mississippi,Secondary individual,Nonrelative of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
22,Private,33,36,High school graduate,0,Not in universe,Never married, agricultuRe,Farming forestry and fishing,White,All other,Male,Not in universe,Not in universe,Full-time schedules,5,0,6,Single,Not in universe,Georgia,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,52,95,0
81,Not in universe,0,0,High school graduate,0,Not in universe,Widowed, nOt In univeRse Or chIldren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,3,Nonfiler,Not in universe,Texas,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
54,Private,28,43,High school graduate,0,Not in universe,Never married, transportAtion,Transportation and material moving,White,Cuban,Male,Not in universe,Not in universe,Unemployed part- time,5,0,6,Single,Not in universe,Kansas,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,40,94,0
58, Private,33,24, Associates degree-academic program,0, Not in universe, Married-civilian spouse present,  manufacturing-nondurable gOods, Other service, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,8, Joint both under 65, Not in universe,Georgia, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, Laos, Philippines, India, Foreign born- Not a citizen of U S ,0, Not in universe,2,37,94,0
63,Not in universe,0,0,Associates degree-academic program,0,Not in universe,Married-civilian spouse present, nOt In uNiverse Or cHildren,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,8,0,6408,Joint one under 65 & one 65+,Not in universe,Minnesota,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,1
57,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present, nOt In unIverse Or childrEn,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,8,1,3,Joint both under 65,Not in universe,West Virginia,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,Italy,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
27,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In uNiverse Or cHildren,Not in universe,White,Puerto Rican,Female,Not in universe,Not in universe,Children or Armed Forces,1,0,4,Nonfiler,Northeast,Michigan,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Mother only present,Puerto-Rico,Puerto-Rico,Puerto-Rico,Native- Born in Puerto Rico or U S Outlying,0,Not in universe,0,0,94,0
1,Not in universe,0,0,Children,1,Not in universe,Never married, nOt In univerSe Or chiLdren,Not in universe,Black,All other,Male,Not in universe,Not in universe,Children or Armed Forces,9,0,5,Nonfiler,Not in universe,Tennessee,Grandchild <18 never marr child of subfamily RP,Other relative of householder,Not in universe under 1 year old,0,Neither parent present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
8, Private,0,0, Children,1, Not in universe, Never married,  nOt In uniVerse Or chilDren, Not in universe, White, Other Spanish, Female, Not in universe, Not in universe, Unemployed part- time,6,0,10, Nonfiler, Not in universe,Virginia, Secondary individual, Nonrelative of householder, Not in universe under 1 year old,0, Both parents present, United-States, Ireland, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
21,Not in universe,0,0,10th grade,0,Not in universe,Never married, nOt In univeRse Or chilDren,Not in universe,White,All other,Male,Not in universe,New entrant,Children or Armed Forces,3,0,5,Nonfiler,Not in universe,South Dakota,Other Rel 18+ ever marr not in subfamily,Nonrelative of householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
40,Private,33,16,Some college but no degree,0,Not in universe,Married-civilian spouse present, retaIl traDe,Sales,White,All other,Female,Not in universe,Not in universe,Not in labor force,5,0,4,Joint both under 65,West,Arizona,Spouse of householder,Spouse of householder,No,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,11,95,0
43,Private,21,37,11th grade,1780,Not in universe,Married-civilian spouse present, manufacturiNg-nondurable gooDs,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,PT for non-econ reasons usually FT,13,0,4,Joint both under 65,Not in universe,Louisiana,Householder,Householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,1
45, Private,33,19, High school graduate,0, Not in universe, Married-civilian spouse present,  wholEsale tRade, Sales, White, All other, Female, No, Not in universe, Children or Armed Forces,4,0,7, Joint both under 65, Not in universe,Kansas, Spouse of householder, Spouse of householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
60,Private,42,11,Bachelors degree(BA AB BS),0,Not in universe,Separated, hosPital servIces,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,4,Head of household,Not in universe,New Hampshire,Nonfamily householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
62, Private,11,37, High school graduate,0, Not in universe, Married-civilian spouse present,  manufacturing-durAble goOds, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,0, Joint both under 65, Not in universe,Vermont, Nonfamily householder, Householder, Not in universe under 1 year old,6, Not in universe, ?, Ireland, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
75, Private,42,3, High school graduate,0, Not in universe, Divorced,  mediCal eXcept hoSpital, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,4,0,9, Head of household, Not in universe,Wyoming, Nonfamily householder, Householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,25,94,0
5,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In uniVerse Or chiLdren,Not in universe,Black,All other,Female,Not in universe,Not in universe,Children or Armed Forces,2,0,0,Nonfiler,Not in universe,South Carolina,Child under 18 of RP of unrel subfamily,Other relative of householder,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
50,Private,42,8,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Never married,  hoSpital serVices,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,1,Single,Not in universe,Idaho,Nonfamily householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
79,Not in universe,0,0,9th grade,0,Not in universe,Divorced, nOt In univerSe Or chIldren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,0,Nonfiler,Not in universe,California,Nonfamily householder,Child 18 or older,No,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
24,Private,33,27,Bachelors degree(BA AB BS),0,Not in universe,Never married, retaIl tRade,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,806,Single,Not in universe,West Virginia,Child <18 never marr not in subfamily,Householder,Not in universe under 1 year old,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
59, Not in universe,0,0, High school graduate,0, Not in universe, Widowed,  nOt In unIverse Or childRen, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,5,1,7, Joint both 65+, Not in universe,New Mexico, Nonfamily householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
25,Not in universe,0,0,5th or 6th grade,0,Not in universe,Separated, nOt In uNiverse Or chiLdren,Not in universe,White,Other Spanish,Female,Not in universe,Not in universe,Not in labor force,3,0,6,Nonfiler,Abroad,Illinois,Other Rel 18+ ever marr RP of subfamily,Nonrelative of householder,No,0,Not in universe,Jamaica,Cuba,Dominican-Republic,Foreign born- Not a citizen of U S,0,Not in universe,2,0,94,0
46,Private,3,36,High school graduate,0,Not in universe,Married-civilian spouse present, construCtion,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,4,Joint both under 65,Not in universe,North Dakota,Householder,Householder,Yes,6,Not in universe,United-States,Italy,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
57, Private,3,43, High school graduate,0, Not in universe, Married-civilian spouse present,  constructiOn, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Joint both under 65, Not in universe,New Mexico, Householder, Householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
4, Not in universe,0,0, Children,0, High school, Never married,  nOt In univeRse Or cHildren, Not in universe, White, Puerto Rican, Female, Not in universe, Not in universe, Children or Armed Forces,7,0,7, Nonfiler, Not in universe,New Hampshire, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present,Mexico, Hungary, ?, Native- Born abroad of American Parent(s),2, Not in universe,0,0,95,0
70, Private,42,11, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present,  educAtion, Professional specialty, Black, All other, Male, No, Not in universe, Full-time schedules,4,0,2, Head of household, Not in universe,Tennessee, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
27,Never worked,0,0,11th grade,0,High school,Never married, nOt In uniVerse Or chIldren,Not in universe,White,All other,Male,Not in universe,New entrant,Not in labor force,8,0,6,Nonfiler,Not in universe,Michigan,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
22, Private,39,2, Bachelors degree(BA AB BS),0, College or university, Never married,  retaIl traDe, Professional specialty, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,6, Single, West,New Mexico, Child 18+ never marr Not in a subfamily, Householder, No,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
43,Private,29,38,11th grade,1,Not in universe,Never married, transpoRtation,Transportation and material moving,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Single,Not in universe,Alaska,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
31,Not in universe,0,0,10th grade,0,Not in universe,Widowed, nOt In univErse Or chilDren,Not in universe,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,2,Joint one under 65 & one 65+,Not in universe,Georgia,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,25,95,0
39,State government,43,27,Some college but no degree,0,Not in universe,Married-civilian spouse present, educatIon,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,0,Joint both under 65,Not in universe,Tennessee,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,40,95,0
32,Private,23,2,5th or 6th grade,0,Not in universe,Married-civilian spouse present, manufacTuring-durable gOods,Machine operators assmblrs & inspctrs,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Full-time schedules,0,0,3,Joint both under 65,Not in universe,Georgia,Secondary individual,Householder,Not in universe under 1 year old,6,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,1
23,Private,43,26,Some college but no degree,722,Not in universe,Never married, privaTe houSehold serVices,Adm support including clerical,White,Mexican-American,Female,Yes,Re-entrant,Children or Armed Forces,0,0,4,Single,Not in universe,Idaho,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,38,94,0
14, Private,40,30, High school graduate,0, High school, Never married,  educaTion, Other service, White, All other, Female, No, Not in universe, Unemployed full-time,0,1,5, Single, Not in universe,Oklahoma, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,26,95,0
57,Private,21,2,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, finaNce insuranCe aNd rEal eState,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both under 65,Not in universe,Wisconsin,Spouse of householder,Spouse of householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
51,Not in universe,0,0,High school graduate,0,Not in universe,Married-civilian spouse present, nOt In unIverse Or childRen,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,5,0,2,Joint both under 65,Not in universe,Kansas,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
49,Not in universe,0,0,Associates degree-occup /vocational,0,Not in universe,Married-civilian spouse present, nOt In uNiverse Or chiLdren,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Joint both under 65,West,Iowa,Spouse of householder,Spouse of householder,No,0,Not in universe,Italy,, Haiti,Foreign born- Not a citizen of U S,0,Not in universe,2,0,94,0
16, Not in universe,0,0, 11th grade,0, Not in universe, Never married,  nOt In unIverse Or childrEn, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,5,0,0, Nonfiler, Not in universe,Idaho, Child <18 never marr not in subfamily, Child 18 or older, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
48, Private,29,34, High school graduate,0, Not in universe, Married-civilian spouse present,  pUblic adminisTration, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,1, Joint both under 65, Not in universe,New Hampshire, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,1
49,Local government,45,26,Some college but no degree,0,Not in universe,Married-civilian spouse present, oTher prOfessional serviCes,Protective services,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,2,Joint both under 65,Not in universe,Kentucky,Householder,Householder,Yes,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
58, Private,26,8, High school graduate,0, Not in universe, Married-civilian spouse present,  peRsonal servicEs eXcept privAte Hh, Other service, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Joint both under 65, Not in universe,North Carolina, Spouse of householder, Householder, Yes,2, Not in universe, India, Germany,Portugal, Foreign born- U S citizen by naturalization,0, Not in universe,2,40,94,0
47,Private,30,30,Associates degree-occup /vocational,778,Not in universe,Never married, retAil tRade,Adm support including clerical,White,All other,Male,Yes,Not in universe, PT for non-econ reasons usually FT,2,0,2,Head of household,Not in universe,Hawaii,Secondary individual,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
42,Private,10,25,High school graduate,0,Not in universe,Married-civilian spouse present, hospiTal servIces,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,8,Joint both under 65,Not in universe,Arizona,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
29, Private,2,36, High school graduate,0, Not in universe, Married-civilian spouse present,  consTruction, Transportation and material moving, White, All other, Male, Not in universe, Other job loser, Unemployed full-time,0,0,2, Joint both under 65, Not in universe,Oklahoma, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,17,95,0
39, Private,42,29, Prof school degree (MD DDS DVM LLB JD),0, Not in universe, Divorced,  meDical eXcept hOspital, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,10, Single, Not in universe,California, Nonfamily householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,40,94,0
41,Self-employed-not incorporated,42,12,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, prIvate hOusehold seRvices,Professional specialty,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,1,0,5,Joint both under 65,Not in universe,Iowa,Child 18+ never marr Not in a subfamily,Spouse of householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
77,Not in universe,0,0,7th and 8th grade,0,Not in universe,Married-civilian spouse present, nOt In univeRse Or chiLdren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,6936,Joint both 65+,Not in universe,Iowa,Householder,Spouse of householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
43, Private,32,19,10th grade,0, Not in universe, Never married, reTail traDe, Sales, White, All other, Female,Not in universe, Not in universe, Full-time schedules,0,0,7, Head of household, Not in universe,Alaska, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,11,95,0
7,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In univerSe Or chilDren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,11,0,5,Nonfiler,Northeast,Wyoming,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,Dominican-Republic, Peru,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
57,Private,13,39,11th grade,788,Not in universe,Never married, manufacturing-durabLe gooDs,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Job loser - on layoff,Children or Armed Forces,3,0,1,Single,Not in universe,Iowa,Nonfamily householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,40,94,0
47,Not in universe,0,0,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Widowed, nOt In univErse Or cHildren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,5,Nonfiler,Not in universe,Oklahoma,Nonfamily householder,Householder,Yes,0,Not in universe,Peru,Italy,Columbia,Foreign born- Not a citizen of U S,0,Not in universe,2,25,94,0
56,Private,30,1,12th grade no diploma,0,Not in universe,Never married, manufacturing-durabLe goOds,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,4,Single,Not in universe,Nebraska,Child 18+ ever marr Not in a subfamily,Child 18 or older,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
49,Federal government,51,27,Some college but no degree,0,Not in universe,Married-civilian spouse present, publIc administratIon,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,5,Joint both under 65,Not in universe,New York,Spouse of householder,Spouse of householder,No,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
6,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In uNiverse Or childrEn,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,10,0,5,Nonfiler,Not in universe,Massachusetts,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
45,Private,14,34,High school graduate,1,Not in universe,Married-civilian spouse present, constructIon,Precision production craft & repair,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Full-time schedules,3,0,1,Head of household,Not in universe,Hawaii,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
55,Private,32,19,High school graduate,700,Not in universe,Married-civilian spouse present, retAil traDe,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Joint both under 65,Not in universe,Alaska,Spouse of householder,Spouse of householder,No,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,48,94,0
82,Not in universe,0,0,High school graduate,0,Not in universe,Widowed, nOt In univErse Or chiLdren,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,2833,0,5307,Nonfiler,Not in universe,Delaware,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,Germany,Cuba,Cuba,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,95,0
63,Not in universe,0,0,Associates degree-academic program,0,Not in universe,Married-civilian spouse present, nOt In uNiverse Or childrEn,Other service,White,All other,Female,Not in universe,Not in universe,PT for econ reasons usually PT,0,0,6,Joint both 65+,Not in universe,North Dakota,Householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
17, Private,33,37, 11th grade,0, High school, Never married,  rEtail trAde, Handlers equip cleaners etc , White, All other, Female, Not in universe, Re-entrant, Full-time schedules,0,0,3, Single, Not in universe,Pennsylvania, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,6, Not in universe, Mexico, United-States, United-States, Native- Born in the United States,2, Not in universe,2,20,95,0
45,Private,11,32,High school graduate,0,Not in universe,Widowed, manufacturIng-durable gOods,Precision production craft & repair,White,Central or South American,Male,Not in universe,Not in universe,Full-time schedules,2,1,5,Single,Not in universe,Colorado,Nonfamily householder,Householder,Not in universe under 1 year old,5,Not in universe,,,,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,95,0
